1632276025765237600,0 0,448 0,448 1065,0 1065,
1632276025765237600,573 294,1044 294,1044 963,573 963,
1632276025832158600,1 0,412 0,412 1045,1 1045,
1632276025832158600,571 249,1030 249,1030 959,571 959,
1632276025899217600,0 0,423 0,423 1059,0 1059,
1632276025899217600,575 212,1035 212,1035 964,575 964,
1632276025965945600,0 0,453 0,453 1068,0 1068,
1632276025965945600,592 202,1075 202,1075 966,592 966,
1632276026032925600,0 0,448 0,448 1069,0 1069,
1632276026032925600,565 185,1075 185,1075 946,565 946,
1632276026099653600,0 0,419 0,419 1069,0 1069,
1632276026099653600,507 130,1042 130,1042 911,507 911,
1632276026166573600,0 0,411 0,411 1067,0 1067,
1632276026166573600,452 62,1007 62,1007 931,452 931,
1632276026233694600,0 0,361 0,361 1071,0 1071,
1632276026233694600,401 12,978 12,978 951,401 951,
1632276026300522600,0 3,335 3,335 1064,0 1064,
1632276026300522600,365 0,963 0,963 963,365 963,
1632276026367415600,1 0,500 0,500 1072,1 1072,
1632276026367415600,336 0,966 0,966 977,336 977,
1632276026434263600,0 0,507 0,507 1079,0 1079,
