1632339865474320861,-0.139262 0.275935 -0.259511,-0.139213 0.289349 -0.86627,0.467691 0.287132 -0.86627,0.467642 0.273719 -0.259511,-0.140336 -0.0180536 -0.26601,-0.140287 -0.00463977 -0.87277,0.466617 -0.00685671 -0.87277,0.466568 -0.0202705 -0.26601,
1632339865541465861,-0.13914 0.275878 -0.256861,-0.139087 0.289467 -0.866451,0.47065 0.287093 -0.866451,0.470597 0.273504 -0.256861,-0.140285 -0.018062 -0.263413,-0.140232 -0.00447299 -0.873004,0.469506 -0.00684647 -0.873004,0.469453 -0.0204355 -0.263413,
1632339865608344861,-0.13964 0.275962 -0.258554,-0.139586 0.289373 -0.866312,0.468315 0.286917 -0.866312,0.468261 0.273506 -0.258554,-0.140828 -0.0179735 -0.26504,-0.140773 -0.0045628 -0.872798,0.467128 -0.00701877 -0.872798,0.467073 -0.0204295 -0.26504,
1632339865674973861,-0.142335 0.275918 -0.257382,-0.142281 0.289636 -0.868971,0.469457 0.287235 -0.868971,0.469403 0.273517 -0.257382,-0.143489 -0.0180451 -0.263976,-0.143435 -0.00432687 -0.875565,0.468303 -0.00672804 -0.875565,0.468249 -0.0204463 -0.263976,
1632339865741790861,-0.162371 0.27482 -0.235692,-0.16232 0.288789 -0.843974,0.446118 0.28655 -0.843974,0.446067 0.272581 -0.235692,-0.163451 -0.0187659 -0.242435,-0.1634 -0.00479689 -0.850716,0.445038 -0.00703564 -0.850716,0.444987 -0.0210047 -0.242435,
1632339865808954861,-0.151954 0.274672 -0.247423,-0.151908 0.28801 -0.845253,0.446067 0.285917 -0.845253,0.446021 0.272578 -0.247423,-0.15298 -0.0183525 -0.253961,-0.152934 -0.00501406 -0.851791,0.445041 -0.00710796 -0.851791,0.444995 -0.0204464 -0.253961,
1632339865875797861,-0.148706 0.274695 -0.252334,-0.148653 0.288028 -0.851299,0.450455 0.285648 -0.851299,0.450402 0.272314 -0.252334,-0.149869 -0.0179809 -0.258849,-0.149816 -0.0046474 -0.857815,0.449292 -0.00702821 -0.857815,0.449239 -0.0203617 -0.258849,
1632339865942723861,-0.140932 0.274513 -0.258546,-0.140877 0.287812 -0.851567,0.452288 0.285372 -0.851567,0.452234 0.272072 -0.258546,-0.142135 -0.0179636 -0.265105,-0.14208 -0.00466394 -0.858126,0.451085 -0.00710447 -0.858126,0.45103 -0.0204041 -0.265105,
1632339866009520861,-0.140047 0.274494 -0.259444,-0.139998 0.287838 -0.856359,0.457062 0.285623 -0.856359,0.457013 0.27228 -0.259444,-0.141132 -0.0178808 -0.26598,-0.141082 -0.00453769 -0.862895,0.455978 -0.00675261 -0.862895,0.455928 -0.0200957 -0.26598,
1632339866076514861,-0.13966 0.274537 -0.259034,-0.139611 0.287898 -0.860677,0.462176 0.285694 -0.860677,0.462127 0.272332 -0.259034,-0.140731 -0.0178165 -0.265526,-0.140682 -0.004455 -0.867169,0.461105 -0.00665963 -0.867169,0.461056 -0.0200212 -0.265526,
1632339866143280861,-0.140517 0.27453 -0.258335,-0.140464 0.288195 -0.864587,0.465938 0.285843 -0.864587,0.465885 0.272177 -0.258335,-0.141651 -0.017849 -0.264925,-0.141598 -0.00418343 -0.871178,0.464804 -0.00653577 -0.871178,0.464751 -0.0202013 -0.264925,
1632339866210434861,-0.139004 0.27461 -0.25905,-0.138954 0.288072 -0.865381,0.467523 0.285811 -0.865381,0.467472 0.272349 -0.25905,-0.140094 -0.0178152 -0.265542,-0.140044 -0.00435372 -0.871873,0.466432 -0.00661503 -0.871873,0.466382 -0.0200765 -0.265542,
1632339866277280861,-0.138636 0.274682 -0.260061,-0.138586 0.288138 -0.866249,0.467747 0.285876 -0.866249,0.467697 0.27242 -0.260061,-0.139727 -0.0178191 -0.266554,-0.139677 -0.00436307 -0.872742,0.466656 -0.00662503 -0.872742,0.466606 -0.0200811 -0.266554,
1632339866344149861,-0.141141 0.274844 -0.259125,-0.141088 0.288514 -0.869484,0.46942 0.286121 -0.869484,0.469366 0.272452 -0.259125,-0.142288 -0.0177705 -0.265678,-0.142234 -0.00410107 -0.876037,0.468273 -0.00649345 -0.876037,0.468219 -0.0201629 -0.265678,
1632339866411025861,-0.140749 0.274952 -0.259242,-0.140696 0.288564 -0.869911,0.47012 0.286183 -0.869911,0.470067 0.272571 -0.259242,-0.14189 -0.0177695 -0.265767,-0.141837 -0.00415753 -0.876436,0.468978 -0.00653931 -0.876436,0.468925 -0.0201513 -0.265767,
1632339866477934861,-0.139333 0.274995 -0.259529,-0.13928 0.288666 -0.869336,0.470676 0.286341 -0.869336,0.470623 0.27267 -0.259529,-0.140449 -0.017811 -0.266093,-0.140397 -0.00414033 -0.8759,0.469559 -0.00646532 -0.8759,0.469507 -0.0201359 -0.266093,
