"timestamp","framerate","ID","Label","Tracking State","Action State","Position","Velocity","Dimensions","Detection Confidence","Camera_Translation","Camera_Orientation"
"timestamp","framerate","ID","Label","Tracking State","Action State","Position","Velocity","Dimensions","Detection Confidence","Camera_Translation","Camera_Orientation"
"timestamp","framerate","ID","Label","Tracking State","Action State","Position","Velocity","Dimensions","Detection Confidence","Camera_Translation","Camera_Orientation"
"timestamp","framerate","ID","Label","Tracking State","Action State","Position","Velocity","Dimensions","Detection Confidence","Camera_Translation","Camera_Orientation"
"timestamp","framerate","ID","Label","Tracking State","Action State","Position","Velocity","Dimensions","Detection Confidence","Camera_Translation","Camera_Orientation"
"timestamp","framerate","ID","Label","Tracking State","Action State","Position","Velocity","Dimensions","Detection Confidence","Camera_Translation","Camera_Orientation"
"1632339865474320861","1.85185","0","Person","OK","IDLE","0.165308 0.133488 -0.566154","0.00691239 -2.52499e-05 5.02946e-14","0.606908 0.294063 0.606908","86.8833","0 0 0","0 0 0 1"
"1632339865541465861","5.01672","0","Person","OK","IDLE","0.165314 0.131555 -0.566183","0.00446269 -1.73716e-05 2.27294e-13","0.609742 0.294015 0.609742","87.6105","0 0 0","0 0 0 1"
"1632339865608344861","7.59878","0","Person","OK","IDLE","0.165065 0.130252 -0.56633","0.00698234 -2.82093e-05 0","0.607906 0.294009 0.607906","86.1092","0 0 0","0 0 0 1"
"1632339865674973861","9.77654","0","Person","OK","IDLE","0.164719 0.129392 -0.566563","0.00905752 -3.55523e-05 0","0.611743 0.294039 0.611743","88.3169","0 0 0","0 0 0 1"
"1632339865741790861","11.4796","0","Person","OK","IDLE","0.158955 0.128725 -0.56095","0.132095 -0.000486043 9.61122e-13","0.608442 0.293665 0.608442","87.0253","0 0 0","0 0 0 1"
"1632339865808954861","32.4675","0","Person","OK","IDLE","0.154324 0.128204 -0.557365","0.069824 -0.000244499 5.08039e-13","0.597979 0.293099 0.597979","86.795","0 0 0","0 0 0 1"
"1632339865875797861","32.0513","0","Person","OK","IDLE","0.153238 0.127835 -0.556952","0.033032 -0.000131266 -2.40342e-13","0.599113 0.292751 0.599113","86.9169","0 0 0","0 0 0 1"
"1632339865942723861","31.4465","0","Person","OK","IDLE","0.153321 0.127531 -0.557282","0.00913282 -3.75763e-05 4.65154e-13","0.59317 0.292552 0.59317","87.7423","0 0 0","0 0 0 1"
"1632339866009520861","30.581","0","Person","OK","IDLE","0.15405 0.127387 -0.558183","0.00586003 -2.17391e-05 0","0.597064 0.29245 0.597064","87.7864","0 0 0","0 0 0 1"
"1632339866076514861","30.6748","0","Person","OK","IDLE","0.155292 0.127301 -0.559398","0.0130653 -4.78643e-05 0","0.601792 0.292428 0.601791","88.452","0 0 0","0 0 0 1"
