1632341056519220262,726 0,1545 0,1545 512,726 512,
1632341056586033262,727 0,1546 0,1546 512,727 512,
1632341056653038262,733 0,1547 0,1547 512,733 512,
1632341056720004262,736 0,1549 0,1549 513,736 513,
1632341056786910262,286 0,1557 0,1557 514,286 514,
1632341056853668262,765 0,1560 0,1560 514,765 514,
1632341056920317262,773 0,1554 0,1554 514,773 514,
1632341056987473262,793 0,1545 0,1545 514,793 514,
1632341057054514262,793 0,1541 0,1541 514,793 514,
1632341057121405262,774 0,1539 0,1539 514,774 514,
1632341057188143262,783 0,1541 0,1541 515,783 515,
1632341057254966262,779 0,1543 0,1543 515,779 515,
1632341057321800262,785 0,1546 0,1546 515,785 515,
1632341057389018262,783 0,1547 0,1547 515,783 515,
1632341057455880262,754 0,1549 0,1549 514,754 514,
1632341057522707262,754 0,1552 0,1552 515,754 515,
1632341057589397262,780 0,1554 0,1554 515,780 515,
1632341057656530262,794 0,1555 0,1555 514,794 514,
1632341057723559262,828 0,1556 0,1556 514,828 514,
1632341057790230262,830 0,1555 0,1555 514,830 514,
1632341057857278262,825 0,1554 0,1554 514,825 514,
1632341057923864262,777 0,1551 0,1551 514,777 514,
1632341057990961262,262 0,1550 0,1550 515,262 515,
1632341058057893262,754 0,1547 0,1547 514,754 514,
1632341058124703262,750 0,1545 0,1545 514,750 514,
1632341058191789262,757 0,1544 0,1544 514,757 514,
1632341069397716849,418 0,1562 0,1562 518,418 518,
1632341069464361849,490 0,1560 0,1560 519,490 519,
1632341069531243849,399 0,1558 0,1558 519,399 519,
1632341069598187849,492 0,1557 0,1557 519,492 519,
1632341069665197849,515 0,1556 0,1556 519,515 519,
1632341069731975849,524 0,1557 0,1557 518,524 518,
1632341069798980849,515 0,1558 0,1558 517,515 517,
1632341069865721849,446 0,1560 0,1560 518,446 518,
1632341069932970849,657 0,1563 0,1563 519,657 519,
1632341069999722849,683 0,1571 0,1571 522,683 522,
1632341070066618849,507 0,1606 0,1606 525,507 525,
1632341070133479849,490 0,1622 0,1622 528,490 528,
1632341070200386849,543 0,1629 0,1629 530,543 530,
1632341070267260849,580 0,1629 0,1629 530,580 530,
1632341070334335849,553 0,1627 0,1627 529,553 529,
1632341070401132849,569 0,1619 0,1619 529,569 529,
1632341070467867849,589 0,1616 0,1616 528,589 528,
1632341070534917849,578 0,1612 0,1612 527,578 527,
1632341070601821849,589 0,1606 0,1606 526,589 526,
1632341070668788849,594 0,1600 0,1600 525,594 525,
1632341070735523849,600 0,1596 0,1596 525,600 525,
1632341070802337849,601 0,1596 0,1596 525,601 525,
1632341070869451849,600 0,1598 0,1598 526,600 526,
1632341070936300849,591 0,1601 0,1601 526,591 526,
1632341071003301849,578 0,1603 0,1603 526,578 526,
1632341071069984849,573 0,1606 0,1606 526,573 526,
1632341071136919849,580 0,1617 0,1617 527,580 527,
1632341071203856849,586 0,1633 0,1633 529,586 529,
1632341071270823849,613 0,1652 0,1652 532,613 532,
1632341071337763849,550 0,1669 0,1669 536,550 536,
1632341071404696849,847 0,1682 0,1682 538,847 538,
1632341071471473849,604 0,1693 0,1693 540,604 540,
1632341071538359849,523 0,1698 0,1698 542,523 542,
1632341071605469849,835 0,1709 0,1709 543,835 543,
1632341071672093849,835 0,1725 0,1725 543,835 543,
1632341071739253849,652 0,1764 0,1764 546,652 546,
1632341071805871849,514 0,1794 0,1794 547,514 547,
1632341071872884849,825 0,1825 0,1825 547,825 547,
1632341071939778849,793 0,1866 0,1866 544,793 544,
1632341072006714849,576 0,1890 0,1890 544,576 544,
1632341072073608849,529 0,1906 0,1906 544,529 544,
1632341072140391849,562 0,1913 0,1913 540,562 540,
1632341072207358849,598 1,1910 1,1910 535,598 535,
1632341072274451849,608 2,1906 2,1906 531,608 531,
1632341072341156849,620 1,1907 1,1907 530,620 530,
1632341072408226849,634 1,1904 1,1904 533,634 533,
1632341072474947849,648 1,1899 1,1899 539,648 539,
1632341072542077849,660 1,1896 1,1896 545,660 545,
1632341072608793849,662 0,1896 0,1896 546,662 546,
1632341072675854849,680 0,1904 0,1904 548,680 548,
1632341072742767849,636 0,1907 0,1907 550,636 550,
1632341072809459849,620 0,1904 0,1904 551,620 551,
1632341072876534849,619 0,1900 0,1900 551,619 551,
1632341072943264849,610 0,1895 0,1895 551,610 551,
1632341073010347849,576 0,1892 0,1892 552,576 552,
1632341073076878849,567 0,1889 0,1889 554,567 554,
1632341073144143849,560 0,1883 0,1883 556,560 556,
1632341073215002849,565 0,1876 0,1876 557,565 557,
1632341073277779849,577 0,1872 0,1872 556,577 556,
1632341073344749849,593 0,1870 0,1870 557,593 557,
1632341073411581849,601 0,1867 0,1867 557,601 557,
1632341073478547849,576 0,1858 0,1858 555,576 555,
1632341073545456849,551 0,1846 0,1846 555,551 555,
1632341073612509849,536 0,1834 0,1834 555,536 555,
1632341073679383849,474 0,1813 0,1813 554,474 554,
1632341073745949849,448 0,1789 0,1789 554,448 554,
1632341073812934849,431 0,1771 0,1771 554,431 554,
1632341073880001849,428 0,1760 0,1760 553,428 553,
1632341073946837849,454 0,1756 0,1756 552,454 552,
1632341074013823849,463 0,1757 0,1757 553,463 553,
1632341074080488849,494 0,1760 0,1760 554,494 554,
1632341074147396849,734 0,1765 0,1765 553,734 553,
1632341074214576849,745 0,1765 0,1765 552,745 552,
1632341074281334849,577 0,1765 0,1765 551,577 551,
1632341074348275849,576 0,1764 0,1764 550,576 550,
1632341074414978849,753 0,1760 0,1760 549,753 549,
1632341074481994849,782 0,1754 0,1754 550,782 550,
1632341074549066849,772 0,1745 0,1745 549,772 549,
1632341074615972849,560 0,1736 0,1736 547,560 547,
1632341074682725849,756 0,1723 0,1723 546,756 546,
1632341074749750849,716 0,1706 0,1706 542,716 542,
1632341074816601849,659 0,1688 0,1688 539,659 539,
1632341074883559849,596 0,1665 0,1665 538,596 538,
1632341074950472849,527 0,1645 0,1645 535,527 535,
1632341075017376849,470 0,1620 0,1620 531,470 531,
1632341075084159849,406 0,1598 0,1598 526,406 526,
1632341075151255849,380 2,1571 2,1571 523,380 523,
1632341075217930849,400 3,1568 3,1568 521,400 521,
1632341075284926849,357 6,1570 6,1570 520,357 520,
1632341075351634849,337 5,1575 5,1575 521,337 521,
1632341075418787849,369 0,1575 0,1575 521,369 521,
1632341075485842849,768 0,1578 0,1578 521,768 521,
1632341075552476849,764 0,1582 0,1582 521,764 521,
1632341075619315849,781 0,1588 0,1588 522,781 522,
1632341075686098849,770 0,1593 0,1593 523,770 523,
1632341075753050849,357 0,1596 0,1596 523,357 523,
1632341075820122849,780 0,1596 0,1596 524,780 524,
1632341075887194849,383 0,1595 0,1595 523,383 523,
1632341075953986849,769 0,1595 0,1595 522,769 522,
1632341076020608849,643 0,1591 0,1591 522,643 522,
1632341076121250849,271 0,1579 0,1579 518,271 518,
1632341076187814849,561 0,1576 0,1576 518,561 518,
1632341076254887849,753 0,1578 0,1578 519,753 519,
1632341076321827849,335 0,1584 0,1584 520,335 520,
1632341076388887849,290 0,1586 0,1586 521,290 521,
