1614300692180896329,-0.472529 0.277861 -0.319138,-0.46273 0.289537 -0.818906,0.037154 0.284827 -0.809214,0.0273549 0.273151 -0.309447,-0.477062 -0.227763 -0.33104,-0.467263 -0.216087 -0.830808,0.0326211 -0.220797 -0.821116,0.022822 -0.232473 -0.321348,
1614300692548847329,-0.467629 0.280528 -0.241345,-0.467367 0.300228 -0.740956,0.032589 0.293576 -0.740956,0.0323269 0.273876 -0.241345,-0.474328 -0.222978 -0.261202,-0.474066 -0.203278 -0.760813,0.0258898 -0.20993 -0.760813,0.0256277 -0.22963 -0.261202,
1614300692582382329,-0.460929 1.19101 -0.267929,-0.441973 1.19072 -0.767569,0.0576671 1.19067 -0.748614,0.0387117 1.19096 -0.248973,-0.46099 0.688751 -0.267643,-0.442034 0.688464 -0.767284,0.0576062 0.688414 -0.748328,0.0386508 0.688701 -0.248688,
1614300692615572329,-0.460119 1.19005 -0.264773,-0.441137 1.18977 -0.764412,0.0585029 1.1898 -0.74543,0.0395201 1.19008 -0.24579,-0.460099 0.689535 -0.26449,-0.441116 0.689253 -0.76413,0.0585236 0.689285 -0.745147,0.0395408 0.689566 -0.245508,
1614300692649208329,-0.459737 1.18888 -0.262328,-0.440753 1.18887 -0.761968,0.0588867 1.18914 -0.742983,0.0399021 1.18915 -0.243344,-0.45947 0.690117 -0.262303,-0.440485 0.690102 -0.761943,0.0591539 0.690371 -0.742958,0.0401692 0.690385 -0.243319,
1614300692682617329,-0.459882 1.18789 -0.260983,-0.440889 1.18791 -0.760622,0.0587502 1.18841 -0.741629,0.0397573 1.18839 -0.24199,-0.459386 0.69088 -0.26098,-0.440393 0.690896 -0.760619,0.0592456 0.691394 -0.741626,0.0402527 0.691378 -0.241987,
1614300692716105329,-0.45941 1.18689 -0.260079,-0.440476 1.18701 -0.75972,0.0591646 1.18764 -0.740786,0.0402308 1.18752 -0.241145,-0.458782 0.69158 -0.26017,-0.439848 0.691696 -0.759811,0.0597927 0.692326 -0.740877,0.0408588 0.69221 -0.241236,
1614300692749840329,-0.458803 1.18645 -0.259819,-0.43986 1.18627 -0.75946,0.0597808 1.18637 -0.740518,0.0408384 1.18656 -0.240877,-0.458704 0.692779 -0.259637,-0.439761 0.692598 -0.759278,0.0598799 0.692705 -0.740335,0.0409375 0.692886 -0.240694,
1614300692782722329,-0.458578 1.18564 -0.259829,-0.439636 1.18533 -0.75947,0.0600051 1.18555 -0.740528,0.0410629 1.18585 -0.240887,-0.45838 0.69356 -0.259524,-0.439438 0.693258 -0.759166,0.0602031 0.693471 -0.740223,0.0412608 0.693773 -0.240582,
1614300692816308329,-0.45854 1.18483 -0.259893,-0.439553 1.18467 -0.759533,0.0600862 1.18481 -0.740546,0.0410993 1.18497 -0.240906,-0.458406 0.694331 -0.259731,-0.439419 0.694172 -0.759371,0.0602206 0.694315 -0.740384,0.0412337 0.694475 -0.240744,
1614300692849653329,-0.458058 1.18431 -0.260056,-0.439057 1.18422 -0.759695,0.0605819 1.18393 -0.740694,0.0415807 1.18401 -0.241055,-0.45835 0.695297 -0.259983,-0.439349 0.69521 -0.759622,0.0602895 0.694914 -0.740621,0.0412883 0.695001 -0.240982,
1614300692883170329,-0.458071 1.18342 -0.26021,-0.439101 1.18357 -0.75985,0.0605396 1.18345 -0.74088,0.041569 1.18331 -0.241239,-0.458176 0.695856 -0.260357,-0.439205 0.696002 -0.759997,0.0604349 0.695889 -0.741026,0.0414642 0.695743 -0.241386,
1614300692916700329,-0.45825 1.18266 -0.260496,-0.439243 1.18284 -0.760135,0.0603955 1.18285 -0.741128,0.0413886 1.18266 -0.241489,-0.458238 0.696497 -0.260675,-0.439231 0.696682 -0.760314,0.0604073 0.696687 -0.741307,0.0414004 0.696502 -0.241669,
1614300692949907329,-0.458212 1.18217 -0.260968,-0.439217 1.18196 -0.760608,0.060422 1.18198 -0.741613,0.0414271 1.1822 -0.241974,-0.458195 0.697374 -0.260762,-0.4392 0.697161 -0.760401,0.0604395 0.697188 -0.741406,0.0414446 0.6974 -0.241767,
1614300692983549329,-0.458466 1.18129 -0.261188,-0.439503 1.1813 -0.760829,0.0601377 1.18161 -0.741865,0.0411742 1.1816 -0.242225,-0.45817 0.697814 -0.261184,-0.439206 0.697821 -0.760824,0.0604341 0.698127 -0.741861,0.0414705 0.69812 -0.24222,
1614300693017062329,-0.458514 1.18072 -0.261517,-0.439549 1.18067 -0.761157,0.0600917 1.18096 -0.742192,0.0411267 1.181 -0.242552,-0.458244 0.698522 -0.261462,-0.439279 0.698477 -0.761103,0.0603611 0.698758 -0.742138,0.041396 0.698804 -0.242497,
1614300693050445329,-0.458461 1.18024 -0.261802,-0.439488 1.18024 -0.761442,0.0601521 1.18025 -0.742469,0.0411788 1.18025 -0.242829,-0.458453 0.699233 -0.261805,-0.43948 0.699236 -0.761445,0.0601603 0.699244 -0.742472,0.041187 0.699241 -0.242832,
