"timestamp","framerate","ID","Label","Tracking State","Action State","Position","Velocity","Dimensions","Detection Confidence","Camera_Translation","Camera_Orientation"
"1614300693217698329","30.2115","0","Person","OK","IDLE","-0.192837 1.85307 -0.548545","0.00163612 8.73059e-07 6.21335e-05","0.5 0.475514 0.5","93.1359","-1.81998e-05 0.926447 -0.000959708","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693251314329","30.2115","0","Person","OK","IDLE","-0.192736 1.85274 -0.548612","0.00223571 1.55993e-06 8.48893e-05","0.5 0.474527 0.5","93.7861","1.9417e-06 0.926438 -0.00100524","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693284509329","30.1205","0","Person","OK","IDLE","-0.192645 1.85244 -0.548687","0.00299136 -8.65912e-08 0.000113667","0.5 0.473612 0.5","92.9852","2.00855e-05 0.926429 -0.00104619","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693318104329","29.9401","0","Person","OK","IDLE","-0.192556 1.85217 -0.54877","0.00374179 2.10567e-06 0.000142095","0.5 0.472707 0.5","93.6395","3.64983e-05 0.926422 -0.00108322","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693351594329","29.8507","0","Person","OK","IDLE","-0.192472 1.85191 -0.54886","0.00429908 -1.69222e-06 0.00016342","0.5 0.471835 0.5","93.1228","5.1354e-05 0.926415 -0.00111674","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693385130329","29.7619","0","Person","OK","IDLE","-0.192397 1.85167 -0.548955","0.00468225 2.86543e-06 0.000177799","0.5 0.470988 0.5","93.8662","6.48013e-05 0.926409 -0.00114708","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693418464329","30.03","0","Person","OK","IDLE","-0.192332 1.85145 -0.549054","0.00490756 2.04398e-06 0.000186393","0.5 0.470141 0.5","93.0012","7.69739e-05 0.926403 -0.00117454","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693451819329","29.8507","0","Person","OK","IDLE","-0.192269 1.85125 -0.549155","0.00510542 3.44311e-06 0.000193856","0.5 0.469342 0.5","93.6145","8.79926e-05 0.926398 -0.0011994","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693485372329","29.8507","0","Person","OK","IDLE","-0.192203 1.85105 -0.549256","0.0052024 3.76694e-06 0.000197528","0.5 0.468606 0.5","94.0713","9.79667e-05 0.926394 -0.0012219","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693518798329","29.9401","0","Person","OK","IDLE","-0.19214 1.85086 -0.549356","0.00517089 5.54188e-07 0.000196457","0.5 0.467876 0.5","93.1676","0.000106995 0.92639 -0.00124227","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693552210329","29.8507","0","Person","OK","IDLE","-0.192072 1.85069 -0.549452","0.00513962 -2.10671e-06 0.000195374","0.5 0.467165 0.5","93.488","0.000115168 0.926386 -0.00126071","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693585649329","29.8507","0","Person","OK","IDLE","-0.192011 1.85051 -0.549546","0.00492639 -3.80528e-06 0.000187339","0.5 0.466465 0.5","92.8984","0.000122566 0.926382 -0.0012774","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693618887329","29.9401","0","Person","OK","IDLE","-0.191951 1.85035 -0.549634","0.0047349 -7.52989e-07 0.000179943","0.5 0.465781 0.5","93.9833","0.000129263 0.926379 -0.00129251","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693652624329","29.9401","0","Person","OK","IDLE","-0.191896 1.85019 -0.54972","0.00447184 -7.3301e-08 0.00016992","0.5 0.4651 0.5","93.8887","0.000135325 0.926377 -0.00130618","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693686093329","29.9401","0","Person","OK","IDLE","-0.191837 1.85003 -0.549799","0.00426509 1.23705e-06 0.000162013","0.5 0.464485 0.5","93.6931","0.000140813 0.926374 -0.00131856","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693719472329","30.03","0","Person","OK","IDLE","-0.191773 1.84987 -0.549872","0.00408408 -1.39054e-07 0.000155189","0.5 0.463897 0.5","93.9239","0.00014578 0.926372 -0.00132977","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693753005329","29.7619","0","Person","OK","IDLE","-0.191712 1.84971 -0.549939","0.00379059 1.93467e-06 0.000143956","0.5 0.46329 0.5","93.5559","0.000150276 0.92637 -0.00133992","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693786216329","29.9401","0","Person","OK","IDLE","-0.191663 1.84955 -0.550002","0.00336775 3.91596e-07 0.00012795","0.5 0.4627 0.5","92.6102","0.000154346 0.926368 -0.0013491","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693819968329","29.9401","0","Person","OK","IDLE","-0.191613 1.84939 -0.550059","0.00312555 6.14189e-07 0.000118738","0.5 0.462169 0.5","93.5951","0.000158031 0.926366 -0.00135741","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693853326329","29.9401","0","Person","OK","IDLE","-0.191565 1.84923 -0.55011","0.00285529 6.64836e-08 0.00010849","0.5 0.461637 0.5","93.6364","0.000161366 0.926365 -0.00136493","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693886770329","29.8507","0","Person","OK","IDLE","-0.191526 1.84906 -0.550156","0.00248779 -9.74262e-07 9.45675e-05","0.5 0.461115 0.5","93.931","0.000164385 0.926363 -0.00137175","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693920210329","30.1205","0","Person","OK","IDLE","-0.191485 1.8489 -0.550197","0.00230189 -1.00395e-06 8.75049e-05","0.5 0.460638 0.5","93.044","0.000167117 0.926362 -0.00137791","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300693953707329","29.8507","0","Person","OK","IDLE","-0.191453 1.84874 -0.550235","0.00195936 -7.95324e-07 7.44814e-05","0.5 0.460146 0.5","92.3387","0.000169591 0.926361 -0.00138349","-0.0197728 -0.0188566 0.00613031 0.999608"
